Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
829113,Beavis Butthead Chicken Soup For The Butt: A Guide To Finding Your Inner Butt,Andy Rheingold,"Rheingold, Andy",Scott Sonneborn,"=""0671025988""","=""9780671025984""",4,3.91,MTV,Paperback,80,1998,1998,,2017/02/13,,,read,,,,2,0
1259840,GURPS Time Travel: Adventures Across Time and Dimension,Steve  Jackson,"Jackson, Steve",John M. Ford,"=""1556341156""","=""9781556341151""",0,3.84,Steve Jackson Games,Paperback,128,1995,1993,,2017/02/13,forgot,forgot (#117),read,,,,1,0
2895459,GURPS Supers,Loyd Blankenship,"Blankenship, Loyd",,"=""1556341121""","=""9781556341120""",0,3.25,Steve Jackson Games,Paperback,112,1989,1989,,2017/02/13,forgot,forgot (#116),read,,,,1,0
1524419,GURPS Psionics: Fantastic Powers of Mind Over Matter,David L. Pulver,"Pulver, David L.",,"=""1556341962""","=""9781556341960""",0,3.62,Steve Jackson Games,Paperback,128,1995,1995,,2017/02/13,forgot,forgot (#115),read,,,,1,0
1925251,GURPS Martial Arts Adventures: Hard-Hitting Scenarios for GURPS Martial Arts,Chris W. McCubbin,"McCubbin, Chris W.","Stephen Dedman, C.J. Carella","=""1556342497""","=""9781556342493""",0,2.88,Steve Jackson Games,Paperback,128,1992,1992,,2017/02/13,forgot,forgot (#114),read,,,,1,0
1106555,GURPS Magic: A Tome of Mystic Secrets for Fantasy Roleplaying,Steve  Jackson,"Jackson, Steve",,"=""1556342861""","=""9781556342868""",0,3.58,Steve Jackson Games,Paperback,128,1994,1989,,2017/02/13,forgot,forgot (#113),read,,,,1,0
877502,"GURPS Bestiary: Monsters, Beasts, and Companions",Steffan O'Sullivan,"O'Sullivan, Steffan",,"=""1556344120""","=""9781556344121""",0,3.71,Steve Jackson Games,Paperback,128,2000,2000,,2017/02/13,forgot,forgot (#111),read,,,,1,0
1759367,GURPS Basic Set (GURPS Third Edition),Steve  Jackson,"Jackson, Steve",,"=""155634127X""","=""9781556341274""",0,3.80,Steve Jackson Games,Paperback,272,1996,1989,,2017/02/13,forgot,forgot (#110),read,,,,1,0
3776138,Gamma World Science Fantasy Role-Playing Game,James M. Ward,"Ward, James M.",,"=""0880383305""","=""9780880383301""",0,3.74,TSR,Paperback,98,1986,1978,,2017/02/13,forgot,forgot (#109),read,,,,1,0
1435237,"Treasures Of The Ancients (Gamma World Game Accessory, Adventure Gwa1)",Dale Henson,"Henson, Dale",,"=""1560765771""","=""9781560765776""",0,4.00,TSR,Paperback,,,,,2017/02/13,forgot,forgot (#108),read,,,,1,0
92906,"Before the Mask (Dragonlance: Villains, #1)",Michael   Williams,"Williams, Michael",Teri Williams,"=""1560765836""","=""9781560765837""",0,3.71,TSR Inc.,Mass Market Paperback,312,1993,1993,,2017/02/13,forgot,forgot (#107),read,,,,1,0
92908,"Dark Heart (Dragonlance: Meetings Sextet, #3)",Tina Daniell,"Daniell, Tina",,"=""1560761164""","=""9781560761167""",0,3.67,TSR,Mass Market Paperback,310,1992,1992,,2017/02/13,forgot,forgot (#106),read,,,,1,0
108889,"The Oath and the Measure (Dragonlance: Meetings Sextet, #4)",Michael   Williams,"Williams, Michael",,"=""1560763361""","=""9781560763369""",0,3.71,Wizards of the Coast,Mass Market Paperback,311,1992,1993,,2017/02/13,forgot,forgot (#105),read,,,,1,0
92905,"Steel and Stone (Dragonlance: Meetings Sextet, #5)",Ellen Porath,"Porath, Ellen",,"=""1560763396""","=""9781560763390""",0,3.72,Wizards of the Coast,Mass Market Paperback,320,1992,1992,,2017/02/13,forgot,forgot (#104),read,,,,1,0
668830,"Kindred Spirits (Dragonlance: Meetings Sextet, #1)",Mark        Anthony,"Anthony, Mark",Ellen Porath,"=""1560760699""","=""9781560760696""",0,3.84,TSR Inc,Mass Market Paperback,310,1991,1991,,2017/02/13,forgot,forgot (#103),read,,,,1,0
92882,"The Companions (Dragonlance: Meetings Sextet, #6)",Tina Daniell,"Daniell, Tina",,"=""156076340X""","=""9781560763406""",0,3.88,Wizards of the Coast,Mass Market Paperback,312,1993,1993,,2017/02/13,forgot,forgot (#102),read,,,,1,0
534499,"Wanderlust (Dragonlance: Meetings Sextet, #2)",Mary L. Kirchoff,"Kirchoff, Mary L.",Steve Winter,"=""1560761156""","=""9781560761150""",0,3.79,TSR,Mass Market Paperback,320,1991,1991,,2017/02/13,forgot,forgot (#101),read,,,,1,0
534480,"The Kinslayer Wars (Dragonlance: Elven Nations, #2)",Douglas Niles,"Niles, Douglas",,"=""0786933704""","=""9780786933709""",0,3.85,Wizards of the Coast,Mass Market Paperback,309,2004,1991,,2017/02/13,forgot,forgot (#100),read,,,,1,0
534476,"The Qualinesti (Dragonlance: Elven Nations, #3)",Paul B. Thompson,"Thompson, Paul B.",Tonya C. Cook,"=""0786933739""","=""9780786933730""",0,3.82,Wizards of the Coast,Mass Market Paperback,310,2004,1991,,2017/02/13,forgot,forgot (#99),read,,,,1,0
362677,"Kender, Gully Dwarves, and Gnomes",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0880383828""","=""9780880383820""",0,3.55,TSR Inc.,Mass Market Paperback,364,1987,1987,,2017/02/13,forgot,forgot (#97),read,,,,1,0
871673,"The Reign of Istar (Dragonlance: Tales II, #1)",Margaret Weis,"Weis, Margaret",,"=""1560763264""","=""9781560763260""",0,3.73,TSR,Mass Market Paperback,342,1992,1992,,2017/02/13,forgot,forgot (#96),read,,,,1,0
279585,"The War of the Lance (DragonLance: Tales II, #3)",Margaret Weis,"Weis, Margaret","Tracy Hickman, Richard A. Knaak, Michael   Williams","=""1560764317""","=""9781560764311""",0,3.91,TSR,Mass Market Paperback,343,1992,1992,,2017/02/13,forgot,forgot (#95),read,,,,1,0
28539,The Magic of Krynn,Margaret Weis,"Weis, Margaret","Tracy Hickman, Barbara Siegel, Scott Siegel, Roger E. Moore, Warren B. Smith, Nick O'Donohoe, Richard A. Knaak, Nancy Varian Berberick, Mary L. Kirchoff, Michael   Williams","=""0880384549""","=""9780880384544""",0,3.76,Wizards of the Coast,Mass Market Paperback,350,1987,1987,,2017/02/13,forgot,forgot (#94),read,,,,1,0
92894,Love and War,Margaret Weis,"Weis, Margaret","Tracy Hickman, Harold Bakst, Barbara Siegel, Scott Siegel, Nick O'Donohoe, Nancy Varian Berberick, Richard A. Knaak, Paul B. Thompson, Laura Hickman, Kate Novak, Kevin D. Randle, Tonya C. Cook, Dezra Despain, Michael   Williams","=""0880385197""","=""9780880385190""",0,3.87,TSR Inc,Mass Market Paperback,368,1987,1987,,2017/02/13,forgot,forgot (#93),read,,,,1,0
871672,"The Cataclysm (Dragonlance: Tales II, #2)",Margaret Weis,"Weis, Margaret",,"=""1560764309""","=""9781560764304""",0,3.75,Wizards of the Coast,Mass Market Paperback,343,1992,1992,,2017/02/13,forgot,forgot (#92),read,,,,1,0
92903,"Riverwind the Plainsman (Dragonlance: Preludes, #4; Preludes II, #1)",Paul B. Thompson,"Thompson, Paul B.",Tonya C. Cook,"=""0786930098""","=""9780786930098""",0,3.69,Wizards of the Coast,Mass Market Paperback,320,2003,1990,,2017/02/13,forgot,forgot (#91),read,,,,1,0
57376,"Flint the King (Dragonlance: Preludes, #5; Preludes II, #2)",Mary L. Kirchoff,"Kirchoff, Mary L.",Douglas Niles,"=""0786930217""","=""9780786930210""",0,3.80,Wizards of the Coast,Mass Market Paperback,320,2003,1990,,2017/02/13,forgot,forgot (#90),read,,,,1,0
235475,"Tanis, the Shadow Years (Dragonlance: Preludes  #6; Preludes II, #3)",Barbara Siegel,"Siegel, Barbara",Scott Siegel,"=""078693039X""","=""9780786930395""",0,3.83,Wizards of the Coast,Mass Market Paperback,320,2003,1990,,2017/02/13,forgot,forgot (#89),read,,,,1,0
92871,"Brothers Majere (Dragonlance: Preludes, #3)",Kevin Stein,"Stein, Kevin",,"=""0786929715""","=""9780786929719""",0,4.09,Wizards of the Coast,Mass Market Paperback,352,2003,1989,,2017/02/13,forgot,forgot (#88),read,,,,1,0
92904,"Kendermore (Dragonlance: Preludes, #2)",Mary L. Kirchoff,"Kirchoff, Mary L.",,"=""0786929472""","=""9780786929474""",0,3.71,Wizards of the Coast,Mass Market Paperback,346,2003,1989,,2017/02/13,forgot,forgot (#87),read,,,,1,0
92895,"Darkness and Light (Dragonlance: Preludes, #1)",Paul B. Thompson,"Thompson, Paul B.",Tonya C. Cook,"=""0786929235""","=""9780786929238""",0,3.69,Wizards of the Coast,Mass Market Paperback,376,2003,1989,,2017/02/13,forgot,forgot (#86),read,,,,1,0
362744,"Leaves from the Inn of the Last Home (Dragonlance: Leaves from the Inn of the Last Home, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0880384654""","=""9780880384650""",0,3.94,Wizards of the Coast,Paperback,256,1993,1987,,2017/02/13,forgot,forgot (#85),read,,,,1,0
534472,"Galen Beknighted (Dragonlance: Heroes, #6, Heroes II, #3)",Michael   Williams,"Williams, Michael",,"=""""","=""""",0,3.57,"TSR, Inc.",Mass Market Paperback,320,1990,1990,,2017/02/13,forgot,forgot (#84),read,,,,1,0
235474,"The Gates of Thorbardin (Dragonlance: Heroes, #5) (Heroes II, #2)",Dan Parkinson,"Parkinson, Dan",,"=""0786932546""","=""9780786932542""",0,3.84,Wizards of the Coast,Mass Market Paperback,310,2004,1990,,2017/02/13,forgot,forgot (#83),read,,,,1,0
29186,"Kaz the Minotaur (Dragonlance: Heroes, #4; Heroes II, #1)",Richard A. Knaak,"Knaak, Richard A.",,"=""0786932317""","=""9780786932313""",0,3.82,Wizards of the Coast,Mass Market Paperback,320,2004,1990,,2017/02/13,forgot,forgot (#82),read,,,,1,0
425608,"Weasel's Luck (Dragonlance: Heroes, #3)",Michael   Williams,"Williams, Michael",,"=""0786931817""","=""9780786931811""",0,3.54,Wizards of the Coast,Mass Market Paperback,352,2004,1988,,2017/02/13,forgot,forgot (#81),read,,,,1,0
478759,"Stormblade (Dragonlance: Heroes, #2)",Nancy Varian Berberick,"Berberick, Nancy Varian",,"=""""","=""""",0,3.71,Wizards of the Coast,Mass Market Paperback,352,2004,1988,,2017/02/13,forgot,forgot (#80),read,,,,1,0
25295,"The Legend of Huma (Dragonlance: Heroes, #1)",Richard A. Knaak,"Knaak, Richard A.",,"=""078693137X""","=""9780786931378""",0,4.05,Wizards of the Coast,Mass Market Paperback,384,2004,1988,,2017/02/13,forgot,forgot (#79),read,,,,1,0
68378,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0786930705""","=""9780786930708""",0,4.14,Wizards of the Coast,Hardcover,352,2003,1985,,2017/02/13,,,read,,,,1,0
23454,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",Margaret Weis,"Weis, Margaret","Tracy Hickman, Andrew Dabb, Steve Kurth","=""1932796789""","=""9781932796780""",0,4.15,Devil's Due Publishing,Paperback,358,2007,1985,,2017/02/13,forgot,forgot (#78),read,,,,1,0
259836,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0786915749""","=""9780786915743""",0,4.01,Wizards of the Coast,Mass Market Paperback,444,2000,1984,,2017/02/13,forgot,forgot (#77),read,,,,1,0
15433,"Night Mare (Xanth, #6)",Piers Anthony,"Anthony, Piers",,"=""0345418549""","=""9780345418548""",0,3.85,Del Rey,Paperback,320,1997,1983,,2017/02/13,forgot,forgot (#76),read,,,,1,0
99452,"Ogre, Ogre (Xanth #5)",Piers Anthony,"Anthony, Piers",,"=""0345418530""","=""9780345418531""",0,3.78,Del Rey,Paperback,307,1997,1982,,2017/02/13,forgot,forgot (#75),read,,,,1,0
96980,"Centaur Aisle (Xanth, #4)",Piers Anthony,"Anthony, Piers",,"=""0345418522""","=""9780345418524""",0,3.81,Del Rey,Paperback,304,1997,1981,,2017/02/13,forgot,forgot (#74),read,,,,1,0
498192,"Sweet Myth-Tery of Life (Myth Adventures, #10)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0898658594""","=""9780898658590""",0,3.85,Walsworth Pub Co,Hardcover,175,1994,1994,,2017/02/13,forgot,forgot (#73),read,,,,1,0
148206,"M.Y.T.H. Inc. in Action (Myth Adventures, #9)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441014844""","=""9780441014842""",0,3.96,Ace,Mass Market Paperback,208,2007,1990,,2017/02/13,forgot,forgot (#72),read,,,,1,0
552344,"Myth-Nomers and Im-Pervections (Myth Adventures, #8)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441014615""","=""9780441014613""",0,3.95,Ace,Mass Market Paperback,224,2006,1987,,2017/02/13,forgot,forgot (#71),read,,,,1,0
148205,"M.Y.T.H. Inc. Link (Myth Adventures, #7)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441014496""","=""9780441014491""",0,3.93,Ace,Mass Market Paperback,176,2006,1986,,2017/02/13,forgot,forgot (#70),read,,,,1,0
367390,"Little Myth Marker (Myth Adventures, #6)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441014372""","=""9780441014378""",0,3.97,Ace,Mass Market Paperback,208,2006,1985,,2017/02/13,forgot,forgot (#69),read,,,,1,0
461627,"Myth-ing Persons (Myth Adventures, #5)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""044101416X""","=""9780441014163""",0,3.98,Ace,Mass Market Paperback,208,2006,1984,,2017/02/13,forgot,forgot (#68),read,,,,1,0
552347,"Myth Directions (Myth Adventures, #3)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441013848""","=""9780441013845""",0,4.08,Ace,Mass Market Paperback,224,2006,1982,,2017/02/13,forgot,forgot (#67),read,,,,1,0
13658,"The Other Wind (Earthsea Cycle, #6)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""044101125X""","=""9780441011254""",0,4.20,Ace Books,Paperback,211,2003,2001,,2017/02/13,to-read,to-read (#83),to-read,,,,0,0
13659,"Tales from Earthsea (Earthsea Cycle, #5)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441011241""","=""9780441011247""",0,4.09,Ace,Mass Market Paperback,280,2003,2001,,2017/02/13,to-read,to-read (#82),to-read,,,,0,0
13667,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""141650964X""","=""9781416509646""",0,4.13,Gallery Books,Paperback,259,2004,1972,,2017/02/13,to-read,to-read (#80),to-read,,,,0,0
13661,"Tehanu (Earthsea Cycle, #4)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""1416509631""","=""9781416509639""",0,4.06,Pocket Books,Paperback,281,2004,1990,,2017/02/13,to-read,to-read (#81),to-read,,,,0,0
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0689845367""","=""9780689845369""",0,4.14,Aladdin Paperbacks,Mass Market Paperback,180,2001,1971,,2017/02/13,to-read,to-read (#79),to-read,,,,0,0
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.01,,Paperback,183,2004,1968,,2017/02/13,forgot,forgot (#66),read,,,,1,0
11313,"Silver on the Tree (The Dark is Rising, #5)",Susan Cooper,"Cooper, Susan",,"=""0689840330""","=""9780689840333""",0,4.11,Margaret K. McElderry Books,Paperback,274,2000,1977,,2017/02/13,forgot,forgot (#65),read,,,,1,0
222576,"The Grey King (The Dark is Rising, #4)",Susan Cooper,"Cooper, Susan",,"=""1416949674""","=""9781416949671""",0,4.16,Margaret K. McElderry Books,Paperback,165,2007,1975,,2017/02/13,forgot,forgot (#64),read,,,,1,0
24963,"Greenwitch (The Dark is Rising, #3)",Susan Cooper,"Cooper, Susan",,"=""0689840349""","=""9780689840340""",0,4.00,Margaret K. McElderry Books,Paperback,147,1997,1974,,2017/02/13,forgot,forgot (#63),read,,,,1,0
210329,"The Dark Is Rising (The Dark is Rising, #2)",Susan Cooper,"Cooper, Susan",,"=""1416949658""","=""9781416949657""",0,4.04,Margaret K. McElderry ,Paperback,244,2007,1973,,2017/02/13,forgot,forgot (#62),read,,,,1,0
11312,"Over Sea, Under Stone (The Dark is Rising, #1)",Susan Cooper,"Cooper, Susan",,"=""068987121X""","=""9780689871214""",0,3.86,Aladdin Paperbacks,Paperback,196,2004,1965,,2017/02/13,forgot,forgot (#61),read,,,,1,0
18131,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",0,3.97,Yearling Books,Paperback,211,1973,1962,,2017/02/13,forgot,forgot (#60),read,,,,1,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",0,4.11,Ballantine Books,Mass Market Paperback,296,1987,1928,,2017/02/13,forgot,forgot (#59),read,,,,1,0
149302,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,"Feist, Raymond E.",,"=""0586064176""","=""9780586064177""",0,4.11,Grafton Books,Mass Market Paperback,432,1986,1985,,2017/02/13,forgot,forgot (#58),read,,,,1,0
13813,"A Darkness at Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,"Feist, Raymond E.",,"=""0586066888""","=""9780586066881""",0,4.20,Grafton Books,Mass Market Paperback,527,1987,1986,,2017/02/13,forgot,forgot (#57),read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.10,Ace,Paperback,304,2000,1969,,2017/02/13,forgot,forgot (#56),read,,,,1,0
179291,Work Is Hell,Matt Groening,"Groening, Matt",,"=""0007181302""","=""9780007181308""",0,4.18,Harpercollins Entertainment,Paperback,48,2004,1985,,2017/02/12,forgot,forgot (#55),read,,,,1,0
214579,"The Story of B (Ishmael, #2)",Daniel Quinn,"Quinn, Daniel",,"=""0553379011""","=""9780553379013""",5,4.15,Bantam,Paperback,352,1997,1996,,2017/02/12,,,read,,,,2,0
77215,The Road to Mars: A Post-Modem Novel,Eric Idle,"Idle, Eric",,"=""0375703128""","=""9780375703126""",0,3.52,Vintage,Paperback,320,2001,1990,,2017/02/12,to-read,to-read (#78),to-read,,,,0,0
30013,"Prelude to Foundation (Foundation, #6)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,4.17,Voyager,Mass Market Paperback,460,1994,1988,,2017/02/12,forgot,forgot (#54),read,,,,1,0
5954,Narcissus and Goldmund,Hermann Hesse,"Hesse, Hermann",Ursule Molinaro,"=""0374506841""","=""9780374506841""",5,4.22,"The Noonday Press / Farrar, Straus Giroux",Paperback,315,1997,1930,,2017/02/12,,,read,,,,1,0
179290,Love Is Hell,Matt Groening,"Groening, Matt",,"=""0679756655""","=""9780679756651""",0,4.11,Pantheon,Paperback,56,1994,1982,,2017/02/12,forgot,forgot (#53),read,,,,1,0
34548,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,"Campbell, Bruce",,"=""0312291450""","=""9780312291457""",2,3.95,L.A. Weekly Books,Paperback,344,2002,2001,,2017/02/12,,,read,,,,2,0
30870,How Computers Work,Ron   White,"White, Ron",,"=""0789734249""","=""9780789734242""",5,3.89,Que Pub,Paperback,452,2005,1992,,2017/02/12,,,read,,,,1,0
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",0,4.22,Spectra,Hardcover,256,2004,1952,,2017/02/12,to-read,to-read (#77),to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2017/02/12,forgot,forgot (#52),read,,,,1,0
8704,Starship Titanic (IMAGINAIRE),Terry Jones,"Jones, Terry","Douglas Adams, Marie-Catherine Caillava","=""2290053651""","=""9782290053652""",0,3.61,J'ai Lu,Paperback,189,2001,1997,,2017/02/12,forgot,forgot (#51),read,,,,1,0
724436,Homes and Other Black Holes,Dave Barry,"Barry, Dave",,"=""0345394402""","=""9780345394408""",0,3.85,Ballantine Books,Mass Market Paperback,196,1995,1988,,2017/02/12,forgot,forgot (#50),read,,,,1,0
179293,Childhood Is Hell,Matt Groening,"Groening, Matt",,"=""0007180268""","=""9780007180264""",0,4.14,HarperCollins Australia,Paperback,48,2004,1988,,2017/02/12,forgot,forgot (#49),read,,,,1,0
133027,Happy Trails!,Berkeley Breathed,"Breathed, Berkeley",,"=""0316107417""","=""9780316107419""",0,4.31,"Little, Brown and Company",Paperback,87,1990,1990,,2017/02/12,forgot,forgot (#48),read,,,,1,0
102327,Armor,John Steakley,"Steakley, John",,"=""0886773687""","=""9780886773687""",0,4.10,DAW,Mass Market Paperback,426,1984,1984,,2017/02/12,forgot,forgot (#47),read,,,,1,0
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""0802130208""","=""9780802130204""",0,3.89,Grove Press,Paperback,394,1994,1980,,2017/02/12,forgot,forgot (#46),read,,,,1,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",0,4.16,William Morrow Paperbacks,Paperback,370,2003,1996,,2017/02/12,forgot,forgot (#30),read,,,,1,0
64467,The Ringworld Throne (Ringworld #3),Larry Niven,"Niven, Larry",,"=""0345412966""","=""9780345412966""",0,3.55,Del Rey,Mass Market Paperback,368,1997,1996,,2017/02/12,forgot,forgot (#44),read,,,,2,0
64113,Everything You Know Is Wrong,Paul Kirchner,"Kirchner, Paul",,"=""1881649709""","=""9781881649700""",0,3.64,General Pub Group,Paperback,192,1995,1995,,2017/02/12,forgot,forgot (#30),read,,,,1,0
353,Time Enough for Love,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",0,3.97,Ace,Mass Market Paperback,589,1988,1973,,2017/02/12,forgot,forgot (#45),read,,,,2,0
843588,Vampire$,John Steakley,"Steakley, John",,"=""0451451538""","=""9780451451538""",0,3.72,Roc,Mass Market Paperback,368,1992,1990,,2017/02/12,forgot,forgot (#42),read,,,,2,0
113019,Stay Fit and Healthy Until You're Dead,Dave Barry,"Barry, Dave",,"=""0878575707""","=""9780878575701""",0,3.56,Rodale Books,Paperback,96,2000,1996,,2017/02/12,forgot,forgot (#37),read,,,,2,0
126027,The World According to Dave Barry,Dave Barry,"Barry, Dave",,"=""051711870X""","=""9780517118702""",0,4.02,Random House Value Publishing,Hardcover,528,1994,1994,,2017/02/12,forgot,forgot (#44),read,,,,2,0
159882,The Forest People,Colin M. Turnbull,"Turnbull, Colin M.",Harry L. Shapiro,"=""0671640992""","=""9780671640996""",0,3.96,Touchstone,Paperback,295,1987,1961,,2017/02/12,forgot,forgot (#30),read,,,,1,0
34270,"The Callahan Chronicals (Callahan's, #1-3)",Spider Robinson,"Robinson, Spider",,"=""0812539370""","=""9780812539370""",0,4.30,Tor,Paperback,400,1997,1988,,2017/02/12,forgot,forgot (#40),read,,,,2,0
363883,"Bazil Broketail (Bazil Broketail, #1)",Christopher Rowley,"Rowley, Christopher",,"=""0451452062""","=""9780451452061""",0,4.12,ROC,Mass Market Paperback,476,1992,1992,,2017/02/12,forgot,forgot (#31),read,,,,1,0
4985,Welcome to the Monkey House,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333501""","=""9780385333504""",0,4.13,Dial Press Trade Paperbacks,Paperback,331,2013,1968,,2017/02/12,forgot,forgot (#45),read,,,,2,0
552349,"Hit or Myth (Myth Adventures, #4)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441013953""","=""9780441013951""",0,4.06,Ace,Mass Market Paperback,208,2006,1983,,2017/02/12,forgot,forgot (#32),read,,,,1,0
317492,Split Heirs,Lawrence Watt-Evans,"Watt-Evans, Lawrence",Esther M. Friesner,"=""0312853203""","=""9780312853204""",0,3.58,Tor Books,Hardcover,319,1993,1993,,2017/02/12,forgot,forgot (#31),read,,,,1,0
13810,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553564935""","=""9780553564938""",0,4.25,Spectra,Mass Market Paperback,499,1993,1982,,2017/02/12,forgot,forgot (#29),read,,,,1,0
179294,School is Hell,Matt Groening,"Groening, Matt",,"=""0007179243""","=""9780007179244""",0,4.24,HarperCollins Entertainment ,Paperback,48,2004,1987,,2017/02/12,forgot,forgot (#28),read,,,,1,0
894141,"M.Y.T.H. Inc. in Action / Sweet Myth-tery of Life (Myth Adventures, #9-10)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441009824""","=""9780441009824""",0,4.15,Ace,Mass Market Paperback,368,2002,2002,,2017/02/12,forgot,forgot (#34),read,,,,1,0
21245,"Orion (Orion, #1)",Ben Bova,"Bova, Ben",,"=""0812532473""","=""9780812532470""",0,3.74,Tor Science Fiction,Mass Market Paperback,432,1992,1984,,2017/02/12,forgot,forgot (#28),read,,,,1,0
61181,The Ringworld Engineers (Ringworld #2),Larry Niven,"Niven, Larry",,"=""0345418417""","=""9780345418418""",0,3.88,Del Rey,Paperback,307,1997,1979,,2017/02/12,forgot,forgot (#39),read,,,,2,0
61179,Ringworld (Ringworld #1),Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",0,3.94,Gollancz,Paperback,288,2005,1970,,2017/02/12,forgot,forgot (#36),read,,,,1,0
50877,The Number of the Beast,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0449900401""","=""9780449900406""",0,3.62,Ballantine Books,Paperback,511,1980,1980,,2017/02/12,forgot,forgot (#42),read,,,,1,0
154091,"Mona Lisa Overdrive (Sprawl, #3)",William Gibson,"Gibson, William",,"=""0553281747""","=""9780553281743""",0,4.02,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,308,1989,1988,,2017/02/12,forgot,forgot (#36),read,,,,2,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",0,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2017/02/12,forgot,forgot (#32),read,,,,1,0
96977,"Castle Roogna (Xanth, #3)",Piers Anthony,"Anthony, Piers",,"=""0345418514""","=""9780345418517""",0,3.91,Del Rey,Paperback,336,1997,1979,,2017/02/12,forgot,forgot (#26),read,,,,1,0
564450,"The Invaders Plan (Mission Earth, #1)",L. Ron Hubbard,"Hubbard, L. Ron",,"=""0884042820""","=""9780884042822""",0,3.45,Bridge,Paperback,615,1990,1985,,2017/02/12,forgot,forgot (#38),read,,,,1,0
7763,The Joy Luck Club,Amy Tan,"Tan, Amy",,"=""""","=""""",0,3.97,Penguin (Non-Classics),Paperback,288,2006,1989,,2017/02/12,forgot,forgot (#40),read,,,,2,0
239102,"Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",R.A. Salvatore,"Salvatore, R.A.",,"=""1560768800""","=""9781560768807""",0,4.15,Random House TSR,Paperback,320,1994,1992,,2017/02/12,forgot,forgot (#39),read,,,,2,0
547094,I Am Legend and Other Stories,Richard Matheson,"Matheson, Richard",,"=""031286504X""","=""9780312865047""",0,4.00,Orb Books,Paperback,317,1997,1954,,2017/02/12,forgot,forgot (#29),read,,,,1,0
15447,"The Source of Magic (Xanth, #2)",Piers Anthony,"Anthony, Piers",,"=""0345418506""","=""9780345418500""",0,3.90,Del Rey,Paperback,326,1997,1979,,2017/02/12,forgot,forgot (#34),read,,,,1,0
