Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
28484,"Into the Labyrinth (The Death Gate Cycle, #6)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0553567713""","=""9780553567717""",5,4.09,Spectra Books,Paperback,441,1994,1993,,2017/02/11,,,read,,,,1,,,0,,,,,
28482,"The Hand of Chaos (The Death Gate Cycle, #5)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0553563696""","=""9780553563696""",5,4.05,Spectra,Paperback,446,1993,1993,,2017/02/11,,,read,,,,1,,,0,,,,,
28507,"Serpent Mage (The Death Gate Cycle, #4)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0553561405""","=""9780553561401""",5,4.06,Spectra,Mass Market Paperback,414,1993,1992,,2017/02/11,,,read,,,,1,,,0,,,,,
1307,"Fire Sea (The Death Gate Cycle, #3)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0553295411""","=""9780553295412""",5,4.05,Spectra Books,Paperback,414,1992,1991,,2017/02/11,,,read,,,,2,,,0,,,,,
28485,"Elven Star (The Death Gate Cycle, #2)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0553290983""","=""9780553290981""",5,3.98,Spectra Books,Mass Market Paperback,367,1991,1990,,2017/02/11,,,read,,,,2,,,0,,,,,
28481,"Dragon Wing (The Death Gate Cycle, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0553286390""","=""9780553286397""",5,3.94,Spectra,Mass Market Paperback,430,1990,1990,,2017/02/11,,,read,,,,1,,,0,,,,,
1668909,Will the Last Person To Leave the Planet Please Shut Off the Sun?,Mike Resnick,"Resnick, Mike",,"=""0312890109""","=""9780312890100""",0,3.77,Orb Books,Paperback,373,1994,1992,,2017/02/11,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",0,4.03,Bantam Books,Paperback,438,2000,1992,,2017/02/11,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
827,"The Diamond Age: Or, A Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",0,4.19,Spectra,Paperback,499,2000,1995,,2017/02/11,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""0060853980""","=""9780060853983""",0,4.25,William Morrow,Mass Market Paperback,412,2006,1990,,2017/02/11,,,read,,,,1,,,0,,,,,
2337716,"Journey to the Edge of Time: A Dairy Recorded by Jason Skysmith, ChroMec Class of 2339",Oleg Kush,"Kush, Oleg",Vladimir Kush,"=""0976529815""","=""9780976529811""",2,3.00,Kush Fine Art New York Inc,Hardcover,106,2005,2005,,2017/02/11,,,read,,,,1,,,0,,,,,
14817,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""057507681X""","=""9780575076815""",0,4.04,Gollancz,Paperback,219,2006,1977,,2017/02/11,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
850416,Halsman at Work: Philippe Halsman and Yvonne Halsman,Yvonne Halsman,"Halsman, Yvonne",,"=""0810924366""","=""9780810924369""",5,4.50,ABRAMS,Paperback,,1989,1989,,2017/02/11,,,read,,,,1,,,0,,,,,
64401,"Another Fine Myth (Myth Adventures, #1)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441013465""","=""9780441013463""",5,4.04,Ace Books,Paperback,208,2005,1978,,2017/02/11,,,read,,,,1,,,0,,,,,
221934,Illustrated Guide to Astronomical Wonders: From Novice to Master Observer,Robert Bruce Thompson,"Thompson, Robert Bruce",Barbara Fritchman Thompson,"=""0596526857""","=""9780596526856""",0,4.04,O'Reilly Media,Paperback,520,2007,2007,,2017/02/11,,,read,,,,1,,,0,,,,,
355,Job: A Comedy of Justice,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0345316509""","=""9780345316509""",0,3.77,Del Rey,Paperback,439,1985,1984,,2017/02/11,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
50843,Red Planet,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0345493184""","=""9780345493187""",0,3.78,Del Rey,Paperback,256,2006,1949,,2017/02/11,,,read,,,,1,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441788386""","=""9780441788385""",4,3.91,Ace,Paperback,528,1991,1961,,2017/02/11,,,read,,,,1,,,0,,,,,
178789,"China, Inc.: How the Rise of the Next Superpower Challenges America and the World",Ted C. Fishman,"Fishman, Ted C.",,"=""0743257359""","=""9780743257350""",0,3.44,Scribner,Paperback,368,2006,2005,,2017/02/11,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
623922,How to Be Idle,Tom Hodgkinson,"Hodgkinson, Tom",,"=""0060779691""","=""9780060779696""",0,3.84,Harper Perennial,Paperback,286,2007,2004,,2017/02/11,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
68021,The Birthday of the World and Other Stories,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060509066""","=""9780060509064""",0,4.28,Harper Perennial,Paperback,362,2003,2002,,2017/02/11,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
59924,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060512741""","=""9780060512743""",0,4.10,Harper Perennial,Paperback,176,2003,1971,,2017/02/11,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",5,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2017/02/11,,,read,,,,1,,,0,,,,,
22551901,Four Futures: Life After Capitalism,Peter Frase,"Frase, Peter",,"=""1781688133""","=""9781781688137""",0,3.89,Verso,Paperback,150,2016,2015,,2017/02/11,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
118252,Mahabharata,C. Rajagopalachari,"Rajagopalachari, C.",,"=""8172763689""","=""9788172763688""",0,4.28,Bharatiya Vidya Bhavan,Paperback,444,2012,-400,,2017/02/11,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
4982,The Sirens of Titan,Kurt Vonnegut,"Vonnegut, Kurt",,"=""1857988841""","=""9781857988840""",0,4.16,Gollancz,Paperback,224,1999,1959,,2017/02/11,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
16054793,The Gigantic Beard That Was Evil,Stephen    Collins,"Collins, Stephen",,"=""0224096281""","=""9780224096287""",0,4.05,Jonathan Cape,Hardcover,240,2013,2013,,2017/02/11,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
100369,"Inferno (Inferno, #1)",Larry Niven,"Niven, Larry",Jerry Pournelle,"=""0671826581""","=""9780671826581""",0,3.82,Pocket,Mass Market Paperback,237,1978,1975,,2017/02/11,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
13584689,"Watch Your Tongue, Cecily Beasley",Lane Fredrickson,"Fredrickson, Lane",Jon Davis,"=""1402770898""","=""9781402770890""",5,3.85,Sterling Children's Books,Hardcover,32,2012,2012,,2017/02/11,,,read,"Lane could have a career in hip hop with the way her prose rhymes and flows! I stumble when reading many children's book because they're written so awkwardly, but this book was amazing!",,,1,,,0,,,,,
899513,The Gruffalo's Child,Julia Donaldson,"Donaldson, Julia",Axel Scheffler,"=""1405020458""","=""9781405020459""",4,4.31,MacMillan Children's Books,Hardcover,32,2004,2004,,2017/02/11,,,read,,,,2,,,0,,,,,
41804,"I, Robot (Robot #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",5,4.18,Spectra,Hardcover,224,2004,1950,,2017/02/11,,,read,,,,1,,,0,,,,,
41810,The Robots of Dawn (Robot #3),Isaac Asimov,"Asimov, Isaac",,"=""0553299492""","=""9780553299496""",0,4.13,Spectra,Paperback,435,1994,1983,,2017/02/11,,,read,,,,1,,,0,,,,,
30016,The Naked Sun (Robot #2),Isaac Asimov,"Asimov, Isaac",,"=""0586010165""","=""9780586010167""",0,4.13,Collins,Mass Market Paperback,208,1996,1956,,2017/02/11,,,read,,,,1,,,0,,,,,
41811,The Caves of Steel (Robot #1),Isaac Asimov,"Asimov, Isaac",,"=""0586008357""","=""9780586008355""",0,4.15,Voyager,Mass Market Paperback,206,1997,1954,,2017/02/11,,,read,,,,2,,,0,,,,,
22517,Global Brain: The Evolution of the Mass Mind from the Big Bang to the 21st Century,Howard Bloom,"Bloom, Howard",,"=""0471419192""","=""9780471419198""",0,4.05,Wiley (TP),Paperback,370,2001,1999,,2017/02/11,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",0,4.15,Vintage,Paperback,400,2001,1985,,2017/02/11,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
1068738,Edgeworks: The Collected Ellison,Harlan Ellison,"Ellison, Harlan",,"=""1565049659""","=""9781565049659""",0,4.54,White Wolf Games Studio,Hardcover,399,1999,1999,,2017/02/11,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
349090,Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor,"Naylor, Grant",,"=""0451452011""","=""9780451452016""",0,4.04,Roc,Mass Market Paperback,298,1992,1989,,2017/02/11,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
73051,Better than Life (Red Dwarf #2),Grant Naylor,"Naylor, Grant",,"=""0451452313""","=""9780451452313""",0,4.05,Roc,Mass Market Paperback,302,1993,1990,,2017/02/11,,,read,,,,1,,,0,,,,,
17688,"The Metamorphosis, In the Penal Colony, and Other Stories: The Great Short Works of Franz Kafka",Franz Kafka,"Kafka, Franz",,"=""0684800705""","=""9780684800707""",0,4.03,Touchstone,Paperback,352,2000,1915,,2017/02/11,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
895055,The Practical Nomad: How to Travel Around the World,Edward Hasbrouck,"Hasbrouck, Edward",,"=""1566914337""","=""9781566914338""",0,3.60,Rick Steves,Paperback,650,2004,1997,,2017/02/11,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
47558,"The Gashlycrumb Tinies (The Vinegar Works, #1)",Edward Gorey,"Gorey, Edward",,"=""0747541604""","=""9780747541608""",0,4.20,Bloomsbury ,Hardcover,32,1998,1963,,2017/02/11,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
47559,"Amphigorey (Amphigorey, #1)",Edward Gorey,"Gorey, Edward",,"=""0399504338""","=""9780399504334""",0,4.07,TarcherPerigee,Paperback,220,1980,1972,,2017/02/11,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0345379330""","=""9780345379337""",5,3.97,Del Rey,Paperback,288,1993,1992,,2017/02/11,,,read,,,,1,,,0,,,,,
6091075,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.08,Del Rey,Kindle Edition,225,2008,1984,,2017/02/11,,,read,,,,1,,,0,,,,,
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",5,4.20,Del Rey,Paperback,224,2005,1982,,2017/02/11,,,read,,,,1,,,0,,,,,
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""0345418921""","=""9780345418920""",5,4.22,Del Rey,Paperback,250,2009,1980,,2017/02/11,,,read,,,,2,,,0,,,,,
386162,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""0345418913""","=""9780345418913""",5,4.21,Del Rey,Paperback,193,1997,1979,,2017/02/11,,,read,,,,1,,,0,,,,,
287090,Robota,Doug Chiang,"Chiang, Doug",Orson Scott Card,"=""0811840417""","=""9780811840415""",2,3.67,Chronicle Books,Hardcover,176,2003,,,2017/02/11,,,read,,,,2,,,0,,,,,
191170,"Giggle, Giggle, Quack",Doreen Cronin,"Cronin, Doreen",Betsy Lewin,"=""0743490096""","=""9780743490092""",4,4.19,Simon & Schuster Children's Publishing,Paperback,32,2004,2002,,2017/02/11,,,read,,,,1,,,0,,,,,
20501606,Futuristic Violence and Fancy Suits,David Wong,"Wong, David",,"=""1250040191""","=""9781250040190""",0,4.00,Thomas Dunne Books,Hardcover,384,2015,2015,,2017/02/11,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
15808659,Kill Decision,Daniel Suarez,"Suarez, Daniel",,"=""0451417704""","=""9780451417701""",4,3.95,Signet Book,Mass Market Paperback,512,2013,2012,,2017/02/11,,,read,,,,1,,,0,,,,,
31396262,Change Agent,Daniel Suarez,"Suarez, Daniel",,"=""110198466X""","=""9781101984666""",0,3.96,Dutton Books,Hardcover,416,2017,2017,,2017/02/11,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
8488830,Freedom™ (Daemon #2),Daniel Suarez,"Suarez, Daniel",,"=""0451231899""","=""9780451231895""",5,4.27,Signet,Mass Market Paperback,486,2011,2010,,2017/02/11,,,read,,,,2,,,0,,,,,
204097,The Dangerous Book for Boys,Conn Iggulden,"Iggulden, Conn",Hal Iggulden,"=""0061243582""","=""9780061243585""",0,4.02,Williammr,Hardcover,270,2007,2006,,2017/02/11,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
4421226,Cheryl Dunn: Some Kind of Vocation,Cheryl Dunn,"Dunn, Cheryl",,"=""0978972228""","=""9780978972226""",3,3.00,"Picture Box, Inc.",Hardcover,80,2007,2007,,2017/02/11,,,read,,,,2,,,0,,,,,
77730,Weirdos from Another Planet!: A Calvin and Hobbes Collection,Bill Watterson,"Watterson, Bill",,"=""0836218620""","=""9780836218626""",5,4.71,Andrews McMeel Publishing,Paperback,295,1990,1990,,2017/02/11,,,read,,,,1,,,0,,,,,
59715,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"Watterson, Bill",,"=""0751507954""","=""9780751507959""",5,4.73,Sphere,Paperback,254,1991,1990,,2017/02/11,,,read,,,,2,,,0,,,,,
43070,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"Watterson, Bill",,"=""0836218051""","=""9780836218053""",5,4.64,Andrews McMeel Publishing,Paperback,256,1988,1988,,2017/02/11,,,read,,,,1,,,0,,,,,
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",0,3.92,Random House,Hardcover,340,1997,1997,,2017/02/11,,,read,,,,2,,,0,,,,,
172468,Maui Revealed: The Ultimate Guidebook,Andrew Doughty,"Doughty, Andrew",,"=""0971727937""","=""9780971727939""",5,4.45,Wizard Publications,Paperback,312,2005,2000,,2017/02/11,,,read,,,,1,,,0,,,,,
764732,Worlds to Explore: Classic Tales of Travel and Adventure from National Geographic,Mark Jenkins,"Jenkins, Mark",,"=""0792254872""","=""9780792254874""",5,3.89,National Geographic,Hardcover,464,2006,2006,,2017/02/11,,,read,,,,2,,,0,,,,,
28251250,White Noise,Don DeLillo,"DeLillo, Don",,"=""0143129554""","=""9780143129554""",0,3.86,Penguin Classics,Paperback,320,2016,1985,,2017/02/11,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
16902,Walden,Henry David Thoreau,"Thoreau, Henry David",,"=""0691096120""","=""9780691096124""",0,3.80,Princeton University Press,Paperback,352,2004,1854,,2017/02/11,to-read,to-read (#43),to-read,Didn't finish it. He seemed rather pretentious and judgmental. Perhaps I'll try again later.,,,1,,,0,,,,,
17401136,Vurt (Vurt #1),Jeff Noon,"Noon, Jeff",Lauren Beukes,"=""0230768806""","=""9780230768802""",0,4.07,Tor,Hardcover,368,2013,1993,,2017/02/11,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
17167594,The Voyager's Handbook,Beth Leonard,"Leonard, Beth",,"=""0071784489""","=""9780071784481""",5,4.29,International Marine Publishing,ebook,640,2006,2006,,2017/02/11,,,read,,,,2,,,0,,,,,
12007,"Use of Weapons (Culture, #3)",Iain M. Banks,"Banks, Iain M.",,"=""185723135X""","=""9781857231359""",0,4.19,Orbit,Paperback,411,1992,1990,,2017/02/11,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
100085,The H.P. Lovecraft Omnibus 1: At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft,"Lovecraft, H.P.",August Derleth,"=""0586063226""","=""9780586063224""",0,4.17,Granada Publishing Limited,Paperback,552,1985,1985,,2017/02/11,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
176181,The Tenacity of the Cockroach: Conversations with Entertainment's Most Enduring Outsiders,Stephen Thompson,"Thompson, Stephen","Nathan Rabin, A.V. Club","=""0609809911""","=""9780609809914""",0,3.94,Three Rivers Press,Paperback,407,2002,2002,,2017/02/11,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
317496,"The Sword of Bheleu (The Lords of Dûs, #3)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""1587156253""","=""9781587156250""",3,3.72,Borgo Press,Paperback,288,2002,1982,,2017/02/11,,,read,,,,1,,,0,,,,,
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,"Friedman, Thomas L.",,"=""0374292795""","=""9780374292799""",0,3.67,"Farrar, Straus and Giroux (NY)",Hardcover,616,2006,2005,,2017/02/11,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
49552,The Stranger,Albert Camus,"Camus, Albert","Stuart Gilbert, Matthew    Ward, Leman Sarı","=""""","=""""",0,3.96,Vintage International,Paperback,123,1989,1942,,2017/02/11,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441783589""","=""9780441783588""",4,4.00,Ace Book,Mass Market Paperback,335,1987,1959,,2017/02/11,,,read,,,,2,,,0,,,,,
503490,Solipsist,Henry Rollins,"Rollins, Henry",,"=""1880985594""","=""9781880985595""",5,3.96,2.13.61,Paperback,160,1998,1998,,2017/02/11,,,read,,,,1,,,0,,,,,
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,3.98,William Morrow,Kindle Edition,880,2015,2015,,2017/02/11,,,read,The part where he skips 5000 years or whatever is kind of annoying.,true,,1,,,0,,,,,
25733990,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886692""","=""9781101886694""",0,3.84,Del Rey,Hardcover,320,2016,2016,,2017/02/11,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
24611668,Saturn Run,John Sandford,"Sandford, John",Ctein,"=""0399176950""","=""9780399176951""",3,3.86,G.P. Putnam's Sons,Hardcover,486,2015,2015,,2017/02/11,,,read,,,,1,,,0,,,,,
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0751532711""","=""9780751532715""",0,3.98,Time Warner Books UK,Paperback,195,2007,1997,,2017/02/11,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
654160,Red Meat: A Collection of Red Meat Cartoons From the Secret Files of Max Cannon,Max Cannon,"Cannon, Max",,"=""031218302X""","=""9780312183028""",5,4.34,St. Martin's Griffin,Paperback,112,1997,1996,,2017/02/11,,,read,,,,2,,,0,,,,,
102439,Rainbows End,Vernor Vinge,"Vinge, Vernor",,"=""0812536363""","=""9780812536362""",0,3.76,Tor Science Fiction,Paperback,381,2007,2006,,2017/02/11,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton",Jules Feiffer,"=""0394820371""","=""9780394820378""",0,4.22,Random House Bullseye Books,Paperback,256,1996,1961,,2017/02/11,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,"Schwartz, Barry",,"=""0060005696""","=""9780060005696""",0,3.84,Harper Perennial,Paperback,265,2005,2004,,2017/02/11,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
7805,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,"=""0141185260""","=""9780141185262""",0,4.20,Penguin Books Ltd,Paperback,246,2010,1962,,2017/02/11,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
10956354,Optimal Affirmations: With Optimal Thinking,Rosalene Glickman,"Glickman, Rosalene",,"=""1596594829""","=""9781596594821""",0,4.33,Your Coach Digital,Audio,0,2009,2009,,2017/02/11,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
445654,"Operation Chaos (Operation Otherworld, #1)",Poul Anderson,"Anderson, Poul",,"=""0312872429""","=""9780312872427""",0,3.83,Orb Books,Paperback,256,1999,1971,,2017/02/11,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
920395,Only Forward,Michael Marshall Smith,"Smith, Michael Marshall",,"=""0006512666""","=""9780006512660""",0,4.27,HarperCollins Publishers,Paperback,310,1998,1994,,2017/02/11,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
93251,The October Country,Ray Bradbury,"Bradbury, Ray",,"=""0380973871""","=""9780380973873""",4,4.16,William Morrow,Hardcover,334,1999,1955,,2017/02/11,,,read,,,,2,,,0,,,,,
583441,Oath of Fealty,Larry Niven,"Niven, Larry",Jerry Pournelle,"=""0671532278""","=""9780671532277""",0,3.73,Pocket,Mass Market Paperback,324,1982,1981,,2017/02/11,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
17022,My Ishmael,Daniel Quinn,"Quinn, Daniel",,"=""0553379658""","=""9780553379655""",0,4.05,Bantam Books,Paperback,288,1998,1997,,2017/02/11,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
100365,The Mote in God's Eye,Larry Niven,"Niven, Larry",Jerry Pournelle,"=""156865054X""","=""9781568650548""",0,4.07,Spectrum Literary Agency,ebook,596,2011,1974,,2017/02/11,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
25816801,Medusa's Web,Tim Powers,"Powers, Tim",,"=""0062262459""","=""9780062262455""",0,3.57,William Morrow,Hardcover,368,2016,2016,,2017/02/11,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
84369,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,"=""0007202326""","=""9780007202324""",5,4.03,HarperCollins Publishers,Paperback,224,2005,1956,,2017/02/11,,,read,,,,1,,,0,,,,,
65605,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,"=""0060764902""","=""9780060764906""",5,4.02,HarperCollins Publishers,Paperback,221,2005,1955,,2017/02/11,,,read,,,,1,,,0,,,,,
84119,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,"=""0439861365""","=""9780439861366""",5,3.91,Scholastic Inc,Paperback,224,1995,1954,,2017/02/11,,,read,,,,1,,,0,,,,,
65641,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0064405044""","=""9780064405041""",5,3.95,HarperCollins,Paperback,243,2008,1953,,2017/02/11,,,read,,,,1,,,0,,,,,
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""006112527X""","=""9780061125270""",5,4.08,HarperCollins,Hardcover,248,2006,1952,,2017/02/11,,,read,,,,1,,,0,,,,,
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",,"=""000720230X""","=""9780007202300""",5,3.97,HarperCollins Publishers,Hardcover,240,2005,1951,,2017/02/11,,,read,,,,1,,,0,,,,,
218467,Lucifer's Hammer,Larry Niven,"Niven, Larry",Jerry Pournelle,"=""0449208133""","=""9780449208137""",5,3.98,Fawcett Crest,Mass Market Paperback,629,1977,1977,,2017/02/11,,,read,,,,1,,,0,,,,,
17262290,"Journey (Journey Trilogy, #1)",Aaron Becker,"Becker, Aaron",,"=""0763660531""","=""9780763660536""",4,4.39,Candlewick Press,Hardcover,40,2013,2013,,2017/02/11,,,read,,,,2,,,0,,,,,
71728,Jonathan Livingston Seagull,Richard Bach,"Bach, Richard",Russell Munson,"=""0743278909""","=""9780743278904""",0,3.81,Scribner,Paperback,112,2006,1970,,2017/02/11,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
22668803,Influx,Daniel Suarez,"Suarez, Daniel",,"=""0451469445""","=""9780451469441""",3,3.91,Signet,Mass Market Paperback,528,2015,2014,,2017/02/11,,,read,,,,1,,,0,,,,,
1404072,"In the Empire of Shadow (Three Worlds, #2)",Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""034539786X""","=""9780345397867""",0,3.32,Del Rey,Mass Market Paperback,274,1995,1995,,2017/02/11,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
767680,If You Give a Mouse a Cookie,Laura Joffe Numeroff,"Numeroff, Laura Joffe",Felicia Bond,"=""0060245867""","=""9780060245863""",3,4.24,HarperCollins,Hardcover,40,2015,1985,,2015/07/02,,,read,,,,2,,,0,,,,,
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.21,Bantam Spectra,Mass Market Paperback,482,1990,1989,,2017/02/11,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
56829,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""0141000511""","=""9780141000510""",0,4.14,Penguin Books,Paperback,464,2001,1984,,2017/02/11,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
1013383,The Gruffalo,Julia Donaldson,"Donaldson, Julia",Axel Scheffler,"=""0333710932""","=""9780333710937""",4,4.48,MacMillan Children's Books,Paperback,32,1999,1999,,2017/02/11,,,read,,,,1,,,0,,,,,
50856,Glory Road,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0765312220""","=""9780765312228""",0,3.78,Orb Books,Paperback,320,2006,1963,,2017/02/11,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
9593,Galápagos,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385333870""","=""9780385333870""",0,3.87,Dial Press,Paperback,324,1999,1985,,2017/02/11,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
17993169,Freak of Nurture,Kelli Dunham,"Dunham, Kelli",,"=""0983242283""","=""9780983242284""",3,4.02,Topside Press,Hardcover,202,2013,2013,,2017/02/11,,,read,,,,2,,,0,,,,,
116356,Footfall,Larry Niven,"Niven, Larry",Jerry Pournelle,"=""0345418425""","=""9780345418425""",0,3.90,Del Rey,Paperback,524,1997,1985,,2017/02/11,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
50840,Farnham's Freehold,Robert A. Heinlein,"Heinlein, Robert A.",,"=""1416520937""","=""9781416520931""",0,3.55,Baen Books,Paperback,294,2006,1964,,2017/02/11,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
296805,Fahrenheit 451 [By] Ray Bradbury,Mark Angney,"Angney, Mark",,"=""0940146169""","=""9780940146167""",5,3.82,Sundance,,56,1997,1997,,2017/02/11,,,read,,,,2,,,0,,,,,
